duration_seconds,expected_seconds,experiment,final_train_loss,final_val_loss,peak_gpu_memory_bytes,readable_duration,run_id,seed,status,configuration
4.004324086999986,28.799999999999997,width_sweep,5.501252174377441,5.5584715604782104,331825152,4.00s,width-512-lr0.0004-seed2718,2718,ok,"{""batch_size"": 8, ""context"": 128, ""log_ratios"": false, ""peak_lr"": 0.0004, ""planned_steps"": 120, ""schedule"": ""warmup_stable"", ""seed"": 2718, ""steps"": 120, ""warmup"": 20, ""weight_decay"": 0.1, ""width"": 512}"
4.030444748000036,28.799999999999997,width_sweep,5.463074207305908,5.540368437767029,331825152,4.03s,width-512-lr0.00014142136-seed314,314,ok,"{""batch_size"": 8, ""context"": 128, ""log_ratios"": false, ""peak_lr"": 0.0001414213562373095, ""planned_steps"": 120, ""schedule"": ""warmup_stable"", ""seed"": 314, ""steps"": 120, ""warmup"": 20, ""weight_decay"": 0.1, ""width"": 512}"
4.1243326809999985,28.799999999999997,width_sweep,5.481691360473633,5.525407671928406,331825152,4.12s,width-512-lr0.00014142136-seed2718,2718,ok,"{""batch_size"": 8, ""context"": 128, ""log_ratios"": false, ""peak_lr"": 0.0001414213562373095, ""planned_steps"": 120, ""schedule"": ""warmup_stable"", ""seed"": 2718, ""steps"": 120, ""warmup"": 20, ""weight_decay"": 0.1, ""width"": 512}"
13.843402682999965,115.19999999999999,width_sweep,5.496857643127441,5.549571514129639,1031639552,13.84s,width-1024-lr0.0001-seed42,42,ok,"{""batch_size"": 8, ""context"": 128, ""log_ratios"": false, ""peak_lr"": 0.0001, ""planned_steps"": 120, ""schedule"": ""warmup_stable"", ""seed"": 42, ""steps"": 120, ""warmup"": 20, ""weight_decay"": 0.1, ""width"": 1024}"
14.028182399999992,115.19999999999999,width_sweep,5.503562927246094,5.567724227905273,1031639552,14.03s,width-1024-lr0.0002-seed42,42,ok,"{""batch_size"": 8, ""context"": 128, ""log_ratios"": false, ""peak_lr"": 0.0002, ""planned_steps"": 120, ""schedule"": ""warmup_stable"", ""seed"": 42, ""steps"": 120, ""warmup"": 20, ""weight_decay"": 0.1, ""width"": 1024}"
14.052657246000024,115.19999999999999,width_sweep,5.523580551147461,5.628080129623413,1031639552,14.05s,width-1024-lr0.0004-seed42,42,ok,"{""batch_size"": 8, ""context"": 128, ""log_ratios"": false, ""peak_lr"": 0.0004, ""planned_steps"": 120, ""schedule"": ""warmup_stable"", ""seed"": 42, ""steps"": 120, ""warmup"": 20, ""weight_decay"": 0.1, ""width"": 1024}"
13.993149012999993,115.19999999999999,width_sweep,5.576138973236084,5.684533476829529,1031639552,13.99s,width-1024-lr0.0008-seed42,42,ok,"{""batch_size"": 8, ""context"": 128, ""log_ratios"": false, ""peak_lr"": 0.0008, ""planned_steps"": 120, ""schedule"": ""warmup_stable"", ""seed"": 42, ""steps"": 120, ""warmup"": 20, ""weight_decay"": 0.1, ""width"": 1024}"
13.961475541000027,115.19999999999999,width_sweep,5.692326545715332,5.8315043449401855,1031639552,13.96s,width-1024-lr0.0016-seed42,42,ok,"{""batch_size"": 8, ""context"": 128, ""log_ratios"": false, ""peak_lr"": 0.0016, ""planned_steps"": 120, ""schedule"": ""warmup_stable"", ""seed"": 42, ""steps"": 120, ""warmup"": 20, ""weight_decay"": 0.1, ""width"": 1024}"
14.282035871000005,115.19999999999999,width_sweep,5.5172014236450195,5.580271244049072,1031639552,14.28s,width-1024-lr5e-05-seed42,42,ok,"{""batch_size"": 8, ""context"": 128, ""log_ratios"": false, ""peak_lr"": 5e-05, ""planned_steps"": 120, ""schedule"": ""warmup_stable"", ""seed"": 42, ""steps"": 120, ""warmup"": 20, ""weight_decay"": 0.1, ""width"": 1024}"
13.886560694999957,115.19999999999999,width_sweep,5.4984822273254395,5.555212020874023,1031639552,13.89s,width-1024-lr7.0710678e-05-seed42,42,ok,"{""batch_size"": 8, ""context"": 128, ""log_ratios"": false, ""peak_lr"": 7.071067811865475e-05, ""planned_steps"": 120, ""schedule"": ""warmup_stable"", ""seed"": 42, ""steps"": 120, ""warmup"": 20, ""weight_decay"": 0.1, ""width"": 1024}"
